CustomerID,Gender,FirstName,LastName,EmailPromotion
163,Female ,Carla,Eldridge,0
164,Female ,Carol,Elliott,2
165,Female ,Shannon,Elliott,0
166,Male ,John,Emory,1
167,Female ,Gail,Erickson,1
168,Male ,Mark,Erickson,2
169,Female ,Twanna,Evans,2
170,Female ,Ann,Evans,1
171,Male ,John,Evans,0
172,Male ,Fadi,Fakhouri,0
173,Female ,Carolyn,Farino,2
174,Female ,Geri,Farrell,1
175,Female ,Hanying,Feng,0
176,Male ,James,Fine,0
177,Female ,Kathie,Flood,0
178,Male ,Jeffrey,Ford,0
179,Male ,Garth,Fort,0
180,Female ,Dorothy,Fox,2
181,Female ,Judith,Frazier,0
182,Male ,Liam,Friedland,0
183,Male ,Mihail,Frintu,0
184,Male ,John,Ford,2
185,Male ,Paul,Fulton,2
186,Female ,Aldeen,Gallagher,2
187,Male ,Michael,Galos,0
188,Male ,Jon,Ganio,1
189,Male ,Dominic,Gash,0
190,Female ,Janet,Gates,0
191,Male ,Orlando,Gee,0
192,Male ,Darren,Gehring,1
193,Male ,Jim,Geist,0
194,Male ,Guy,Gilbert,0
195,Female ,Janet,Gilliat,0
196,Female ,Mary,Gimmi,0
197,Female ,Jeanie,Glenn,2
198,Male ,Scott,Gode,0
199,Male ,Mete,Goktepe,2
200,Female ,Linda,Gonzales,0
201,Female ,Abigail,Gonzalez,0
202,Male ,Michael,Graff,2
203,Male ,Geoff,Grisso,1
204,Male ,Douglas,Groncki,1
205,Male ,Brian,Groth,1
206,Female ,Faith,Gustafson,1
207,Male ,Matthew,Hagemann,0
208,Female ,Erin,Hagens,0
209,Female ,Betty,Haines,2
210,Male ,James,Hamilton,0
211,Male ,Kerim,Hanif,0
212,Female ,Jean,Handley,2
213,Male ,Mark,Hanson,0
214,Female ,Kimberly,Harrington,1
215,Male ,Lucy,Harrington,0
216,Male ,Keith,Harris,2
217,Female ,Doris,Hartwig,0
218,Male ,Roger,Harui,2
219,Female ,Ann,Hass,2
220,Male ,Mark,Hassall,1
221,Female ,James,Hendergart,0
222,Male ,John,Hanson,1
223,Female ,Valerie,Hendricks,1
224,Male ,Jay,Henningsen,0
225,Female ,Pam,Herrick,0
226,Female ,Cheryl,Herring,0
227,Male ,Ronald,Heymsfield,0
228,Male ,Sidney,Higa,2
229,Female ,Fran,Highfill,0
230,Male ,Reinout,Hillmann,0
231,Male ,Mike,Hines,1
232,Male ,Matthew,Hink,2
233,Female ,Nancy,Hirota,0
234,Male ,Douglas,Hite,0
235,Male ,David,Hodgson,2
236,Female ,Helge,Hoeing,1
237,Female ,Barbara,Hoffman,0
238,Male ,Bob,Hodges,1
239,Female ,Juanita,Holman,2
240,Male ,Peter,Houston,2
241,Male ,George,Huckaby,0
242,Male ,Joshua,Huff,1
243,Female ,Phyllis,Huntsman,2
244,Male ,Lawrence,Hurkett,1
245,Male ,Lucio,Iallo,2
246,Male ,Richard,Irwin,0
247,Male ,Erik,Ismert,2
248,Male ,Eric,Jacobsen,0
249,Female ,Jodan,Jacobson,0
250,Female ,Mary,Alexander,0
251,Female ,Joyce,Jarvis,0
252,Male ,Samuel,Johnson,0
253,Male ,Greg,Johnson,1
254,Male ,Barry,Johnson,1
255,Male ,Brian,Johnson,2
256,Male ,David,Johnson,2
257,Male ,Willis,Johnson,1
258,Male ,Brannon,Jones,2
259,Female ,Jean,Jordan,1
260,Female ,Peggy,Justice,0
261,Female ,Diane,Krane,0
262,Male ,Sandeep,Kaliyath,0
263,Female ,Judith,Krane,2
264,Female ,Kay,Krane,0
265,Male ,Sandeep,Katyal,2
266,Male ,John,Kelly,1
267,Male ,Robert,Kelly,1
268,Male ,Kevin,Kennedy,1
269,Male ,Imtiaz,Khan,0
270,Female ,Karan,Khanna,0
271,Male ,Russell,King,0
272,Male ,Anton,Kirilov,1
273,Male ,Christian,Kleinerman,0
274,Male ,Andrew,Kobylinski,0
275,Male ,Reed,Koch,1
276,Male ,Eugene,Kogan,0
277,Male ,Scott,Konersmann,2
278,Female ,Joy,Koski,0
279,Male ,Mitch,Kennedy,1
280,Female ,Margaret,Krupka,0
281,Male ,Jeffrey,Kurtz,2
282,Male ,Peter,Kurniawan,0
283,Male ,Eric,Lang,0
284,Female ,Elsa,Leavitt,0
285,Male ,Michael,Lee,1
286,Female ,Marjorie,Lee,0
287,Male ,Frank,Campbell,1
288,Male ,Roger,Lengel,2
289,Female ,A.,Leonetti,2
290,Female ,Bonnie,Lepro,0
291,Female ,Gloria,Lesko,0
292,Female ,Judy,Lew,1
293,Female ,Elsie,Lewin,0
294,Male ,George,Li,0
295,Male ,Joseph,Lique,0
296,Male ,Paulo,Lisboa,0
297,Male ,David,Liu,1
298,Female ,Jinghao,Liu,2
299,Male ,Kevin,Liu,2
300,Male ,Run,Liu,1
301,Male ,John,Long,0
302,Female ,Sharon,Looney,0
303,Male ,Spencer,Low,0
304,Male ,Richard,Lum,0
305,Female ,Judy,Lundahl,0
306,Female ,Helen,Lutes,2
307,Female ,Denise,Maccietto,0
308,Male ,Scott,MacDonald,0
309,Male ,Walter,Mays,1
310,Male ,Patrick,Magenheimer,2
311,Female ,Kathy,Marcovecchio,0
312,Female ,Melissa,Marple,2
313,Male ,Frank,Mart¡nez,1
314,Male ,Chris,Maxwell,0
315,Female ,Sandra,Maynard,1
316,Male ,John,McClane,0
317,Female ,Katie,McAskill-White,2
318,Female ,Lola,McCarthy,0
319,Female ,Jane,McCarty,2
320,Female ,Nikki,McCormick,1
321,Male ,Alejandro,McGuel,0
322,Female ,Yvonne,McKay,0
323,Female ,Nkenge,McLin,1
324,Male ,R. Morgan,Mendoza,0
325,Male ,Tosh,Meston,0
326,Male ,Eric,Meyer,0
327,Female ,Helen,Meyer,0
328,Female ,Deanna,Meyer,0
329,Male ,Gary,Meyerhoff,0
330,Male ,Jan,Miksovsky,1
331,Female ,Virginia,Miller,1
332,Male ,Dylan,Miller,1
333,Male ,Frank,Miller,0
334,Female ,Neva,Mitchell,0
335,Male ,Joseph,Mitzner,2
336,Male ,Eric,Rothenberg,0
337,Male ,Luke,Roy,2
338,Male ,Thomas,Sanchez,0
339,Male ,Mike,Seamans,0
340,Male ,Steven,Selikoff,1
341,Male ,Joshua,Several,0
342,Male ,Marty,Simpson,0
343,Male ,David,Simpson,2
344,Male ,Paul,Singh,1
345,Female ,Bonnie,Skelly,0
346,Male ,Rolando,Smith,1
347,Male ,Ben,Adams,0
348,Male ,Jeff,Smith,0
349,Male ,William,Sotelo,0
350,Female ,Laura,Steele,0
351,Male ,Alan,Steiner,0
352,Male ,Derik,Stenerson,2
353,Male ,Vassar,Stern,0
354,Female ,Wathalee,Steuber,2
355,Female ,Alice,Steiner,2
356,Female ,Liza Marie,Stevens,2
357,Male ,Robert,Stotka,0
358,Female ,Kayla,Stotler,0
359,Male ,Charles,Strange,0
360,Female ,Ruth,Suffin,1
361,Female ,Elizabeth,Sullivan,1
362,Male ,Michael,Sullivan,2
363,Male ,Brad,Sutton,1
364,Male ,Abraham,Swearengin,0
365,Female ,Shelly,Szymanski,1
366,Female ,Julie,Taft-Rider,0
367,Male ,Clarence,Tatman,0
368,Male ,Damon,Taylor,0
369,Male ,Jeff,Teper,0
370,Male ,Chad,Tedford,1
371,Male ,Sameer,Tejani,1
372,Female ,Vanessa,Tench,2
373,Female ,Judy,Thames,0
374,Female ,Karen,Theisen,2
375,Male ,James,Thomas,2
376,Male ,Donald,Thompson,0
377,Female ,Kendra,Thompson,0
378,Male ,Daniel,Thompson,0
379,Male ,Mike,Tiano,0
380,Female ,Diane,Tibbott,0
381,Female ,Danielle,Tiedt,1
382,Male ,Tony,Ting,0
383,Female ,Delia,Toone,1
384,Male ,Alvin,Torre,1
385,Male ,Abe,Tramel,0
386,Female ,Doris,Traube,0
387,Male ,David,Trolen,2
388,Male ,Michael John,Troyer,0
389,Female ,Christie,Trujillo,0
390,Female ,Lynn,Tsoflias,0
391,Male ,Sairaj,Uddin,1
392,Male ,Sunil,Uppal,0
393,Female ,Mary,Vaca,0
394,Male ,H.,Valentine,0
395,Male ,Jessie,Valerio,2
396,Male ,Gregory,Vanderbout,0
397,Male ,Michael,Vanderhyde,0
398,Female ,Margaret,Vanderkamp,0
399,Male ,Nieves,Vargas,0
400,Male ,Gary,Vargas,2
401,Male ,Ranjit,Varkey Chudukatil,1
402,Female ,Patricia,Vasquez,0
403,Female ,Wanda,Vernon,0
404,Male ,Robert,Vessa,0
405,Female ,Caroline,Vicknair,0
406,Female ,Kelvin,Xie,1
407,Female ,Laura,Liu,0
408,Female ,Isabella,Cox,0
409,Female ,Isabella,Howard,0
410,Female ,Laura,Liang,2
411,Female ,Laura,Guo,0
412,Female ,Isabella,Torres,0
413,Female ,Laura,Hu,2
414,Female ,Lisa,Liu,0
415,Female ,Lisa,Yang,0
416,Female ,Lisa,Zhao,1
417,Female ,Lisa,Liang,0
418,Female ,Jamie,Zhang,1
419,Female ,Jamie,Huang,2
420,Female ,Isabella,James,0
421,Female ,Isabella,West,1
422,Female ,Jamie,Liang,0
423,Female ,Isabella,Brooks,2
424,Female ,Jamie,Harrison,0
425,Female ,Isabella,Kelly,0
426,Female ,Isabella,Sandberg,2
427,Female ,Jamie,Zeng,1
428,Female ,Erica,Zhang,0
429,Female ,Erica,Huang,0
430,Female ,Erica,Zhao,1
431,Female ,Kristen,Liu,1
432,Female ,Isabella,Bennett,0
433,Female ,Kristen,Lu,0
434,Female ,Kristen,Gao,1
435,Female ,Kristen,Ma,0
436,Female ,Kristen,Guo,0
437,Female ,Isabella,Wood,1
438,Female ,Kristen,Zeng,0
439,Female ,Shannon,Li,0
440,Female ,Shannon,Huang,0
441,Female ,Isabella,Ross,0
442,Female ,Isabella,Perry,0
443,Female ,Shannon,Gao,0
444,Female ,Shannon,Guo,0
445,Female ,Shannon,Zeng,1
446,Female ,Dustin,She,0
447,Female ,Dustin,Xu,0
448,Female ,Isabella,Long,2
449,Female ,Dustin,Andersen,1
450,Female ,Dustin,Chande,2
451,Female ,Dustin,Nath,1
452,Female ,Gregory,Xie,2
453,Female ,Gregory,Kumar,0
454,Female ,Isabella,Flores,0
455,Female ,Gregory,Chande,0
456,Female ,Isabella,Butler,0
457,Female ,Gregory,Nath,1
458,Female ,Isabella,Simmons,2
459,Female ,Gregory,Ferrier,2
460,Female ,Kenneth,Rai,0
461,Female ,Heather,Huang,0
462,Female ,Tiffany,Li,0
463,Female ,Isabella,Alexander,2
464,Female ,Tiffany,Huang,0
465,Female ,Pieter,Wycoff,0
466,Female ,Tiffany,Ye,2
467,Female ,Isabella,Griffin,0
468,Female ,Natalie,Sanchez,1
469,Female ,Natalie,Morris,2
470,Female ,Natalie,Rogers,2
471,Female ,Natalie,Reed,0
472,Female ,Natalie,Cook,0
473,Female ,Max,Moyer,0
474,Female ,Natalie,Blue,0
475,Female ,Natalie,Murphy,2
476,Female ,Natalie,Bailey,0
477,Female ,Natalie,Rivera,1
478,Female ,Natalie,Cooper,1
479,Female ,Natalie,Richardson,0
480,Female ,Natalie,Cox,0
481,Female ,Natalie,Torres,0
482,Female ,Natalie,Peterson,0
483,Female ,Natalie,Ramirez,0
484,Female ,Natalie,James,0
485,Female ,Natalie,Watson,0
486,Female ,Natalie,Brooks,1
487,Female ,Natalie,Kelly,0
488,Female ,Natalie,Barnes,1
489,Female ,Andy,Hernandez,0
490,Female ,Natalie,Coleman,1
491,Female ,Natalie,Jenkins,2
492,Female ,Andy,Alvarez,0
493,Female ,Natalie,Powell,2
494,Female ,Andy,Munoz,0
495,Female ,Natalie,Hughes,0
496,Female ,Andy,Alonso,0
497,Female ,Natalie,Flores,0
498,Female ,Natalie,Simmons,1
499,Female ,Natalie,Foster,1
500,Female ,Natalie,Gonzales,0
501,Female ,Natalie,Bryant,1
502,Female ,Natalie,Griffin,0
503,Female ,Natalie,Diaz,0
504,Female ,Alexandra,Stewart,0
505,Female ,Alexandra,Sanchez,0
506,Female ,Alexandra,Morris,0
507,Female ,Alexandra,Reed,2
508,Female ,Alexandra,Cook,0
509,Female ,Alexandra,Morgan,1
510,Female ,Alexandra,Bell,0
511,Female ,Alexandra,Murphy,0
512,Female ,Alexandra,Bailey,0
513,Female ,Alexandra,Rivera,0
514,Female ,Alexandra,Richardson,2
515,Female ,Alexandra,Cox,0
516,Female ,Marcel,Truempy,1
517,Female ,Alexandra,Gray,0
518,Female ,Alexandra,Ramirez,1
519,Female ,Alfredo,Jiménez,0
520,Female ,Alexandra,Brooks,1
521,Female ,Alexandra,Price,0
522,Female ,Alexandra,Bennett,1
523,Female ,Alexandra,Wood,0
524,Female ,Alfredo,Romero,0
525,Female ,Alexandra,Ross,0
526,Female ,Alexandra,Henderson,0
527,Female ,Alexandra,Coleman,0
528,Female ,Alexandra,Perry,0
529,Female ,Alexandra,Powell,0
530,Female ,Alexandra,Hughes,0
531,Female ,Alexandra,Foster,0
532,Female ,Alexandra,Gonzales,0
533,Female ,Alexandra,Alexander,0
534,Female ,Alexandra,Russell,0
535,Female ,Alexandra,Griffin,2
536,Female ,Alexandra,Diaz,0
537,Female ,Sydney,Stewart,0
538,Female ,Sydney,Sanchez,2
539,Female ,Sydney,Morris,0
540,Female ,Sydney,Rogers,0
541,Female ,Sydney,Reed,0
542,Female ,Sydney,Morgan,0
543,Female ,Sydney,Bell,0
544,Female ,Sydney,Murphy,0
545,Female ,Sydney,Bailey,1
546,Female ,Sydney,Rivera,0
547,Female ,Sydney,Cooper,0
548,Female ,Sydney,Howard,1
549,Female ,Sydney,Ward,2
550,Female ,Sydney,Travers,1
551,Female ,Sydney,Peterson,1
552,Female ,Sydney,Gray,0
553,Female ,Sydney,James,1
554,Female ,Sydney,Watson,0
555,Female ,Sydney,Brooks,1
556,Female ,Sydney,Kelly,1
557,Female ,Harold,Arun,0
558,Female ,Sydney,Sanders,0
559,Female ,Muniraju,Pulipalyam,0
560,Female ,Sydney,Bennett,0
561,Female ,Sydney,Barnes,0
562,Female ,Sydney,Ross,0
563,Female ,Sydney,Henderson,0
564,Female ,Sydney,Coleman,1
565,Female ,Sydney,Jenkins,0
566,Female ,Sydney,Patterson,0
567,Female ,Sydney,Flores,2
568,Female ,Sydney,Butler,0
569,Female ,Sydney,Foster,0
570,Female ,Sydney,Gonzales,0
571,Female ,Harold,Sanchez,1
572,Female ,Harold,Perez,0
573,Female ,Sydney,Alexander,0
574,Female ,Sydney,Russell,2
575,Female ,Sydney,Diaz,1
576,Female ,Katherine,Morris,0
577,Female ,Katherine,Rogers,0
578,Female ,Katherine,Cook,1
579,Female ,Katherine,Morgan,1
580,Female ,Katherine,Blue,1
581,Female ,Katherine,Rivera,1
582,Female ,Katherine,Richardson,0
583,Female ,Katherine,Cox,1
584,Female ,Katherine,Howard,0
585,Female ,Katherine,Ward,0
586,Female ,Katherine,Torres,0
587,Female ,Katherine,Gray,0
588,Female ,Katherine,Ramirez,2
589,Female ,Katherine,Watson,0
590,Female ,Katherine,Brooks,2
591,Female ,Katherine,Kelly,0
592,Female ,Katherine,Sanders,1
593,Female ,Jarrod,Sanchez,0
594,Female ,Katherine,Price,1
595,Female ,Katherine,Bennett,0
596,Female ,Katherine,Wood,1
597,Female ,Katherine,Ross,0
598,Female ,Katherine,Henderson,0
599,Female ,Katherine,Coleman,0
600,Female ,Erick,Patel,1
601,Female ,Katherine,Jenkins,1
602,Female ,Katherine,Long,0
603,Female ,Katherine,Patterson,0
604,Female ,Katherine,Hughes,0
605,Female ,Katherine,Washington,0
606,Female ,Katherine,Simmons,0
607,Female ,Erick,Prasad,1
608,Female ,Katherine,Foster,1
609,Female ,Katherine,Bryant,0
610,Female ,Erick,Rana,1
611,Female ,Katherine,Alexander,0
612,Female ,Katherine,Griffin,2
613,Female ,Erick,Subram,1
614,Female ,Amanda,Morris,0
615,Female ,Amanda,Cook,0
616,Female ,Amanda,Morgan,0
617,Female ,Amanda,Bradley,0
618,Female ,Amanda,Bailey,2
619,Female ,Kelvin,Nath,0
620,Female ,Erick,Rodriguez,1
621,Female ,Amanda,Richardson,0
622,Female ,Erick,Sanchez,0
623,Female ,Amanda,Cox,0
624,Female ,Amanda,Howard,1
625,Female ,Amanda,Ward,0
626,Female ,Amanda,Torres,1
627,Female ,Erick,Perez,0
628,Female ,Amanda,Peterson,0
629,Female ,Amanda,Gray,2
630,Female ,Amanda,Ramirez,2
631,Female ,Amanda,James,1
632,Female ,Amanda,Watson,0
633,Female ,Amanda,Brooks,2
634,Female ,Amanda,Sanders,0
635,Female ,Amanda,Price,0
636,Female ,Amanda,Bennett,2
637,Female ,Amanda,Wood,0
638,Female ,Amanda,Barnes,0
639,Female ,Kelvin,Goel,0
640,Female ,Amanda,Henderson,0
641,Female ,Summer,Arun,0
642,Female ,Amanda,Perry,0
643,Female ,Amanda,Long,2
644,Female ,Amanda,Flores,0
645,Female ,Amanda,Washington,0
646,Female ,Summer,Mehta,0
647,Female ,Amanda,Butler,0
648,Female ,Amanda,Simmons,2
649,Female ,Amanda,Foster,0
650,Female ,Amanda,Gonzales,1
651,Female ,Amanda,Bryant,1
652,Female ,Amanda,Alexander,0
653,Female ,Amanda,Russell,0
654,Female ,Amanda,Griffin,0
655,Female ,Amanda,Diaz,1
656,Female ,Summer,Sanchez,0
657,Female ,Stephanie,Morris,0
658,Female ,Stephanie,Rogers,0
659,Female ,Stephanie,Reed,1
660,Female ,Stephanie,Cook,1
661,Female ,Stephanie,Morgan,2
662,Female ,Summer,Perez,0
663,Female ,Stephanie,Murphy,0
664,Female ,Stephanie,Bailey,0
665,Female ,Stephanie,Richardson,0
666,Female ,Stephanie,Cox,0
667,Female ,Stephanie,Howard,2
668,Female ,Stephanie,Torres,1
669,Female ,Stephanie,Peterson,1
670,Female ,Stephanie,Ramirez,1
671,Female ,Stephanie,James,0
672,Female ,Stephanie,Watson,2
673,Female ,Stephanie,Brooks,1
674,Female ,Stephanie,Kelly,1
675,Female ,Stephanie,Wood,0
676,Female ,Stephanie,Barnes,0
677,Female ,Stephanie,Ross,1
678,Female ,Stephanie,Jenkins,2
679,Female ,Stephanie,Perry,0
680,Female ,Stephanie,Powell,1
681,Female ,Stephanie,Long,1
682,Female ,Evelyn,Fernandez,1
683,Female ,Stephanie,Washington,0
684,Female ,Stephanie,Simmons,0
685,Female ,Stephanie,Foster,0
686,Female ,Stephanie,Gonzales,2
687,Female ,Stephanie,Bryant,0
688,Female ,Stephanie,Alexander,2
689,Female ,Adriana,Malhotra,0
690,Female ,Hailey,Morris,2
691,Female ,Hailey,Rogers,0
692,Female ,Hailey,Reed,1
693,Female ,Hailey,Cook,0
694,Female ,Hailey,Morgan,1
695,Female ,Hailey,Murphy,0
696,Female ,Hailey,Cooper,0
697,Female ,Hailey,Richardson,0
698,Female ,Hailey,Cox,0
699,Female ,Carol,Howard,0
700,Female ,Hailey,Ward,1
701,Female ,Hailey,Torres,0
702,Female ,Hailey,Gray,0
703,Female ,Hailey,Ramirez,0
704,Female ,Hailey,James,0
705,Female ,Hailey,Watson,0
706,Female ,Hailey,Price,0
707,Female ,Hailey,Bennett,2
708,Female ,Adriana,Garcia,1
709,Female ,Hailey,Barnes,2
710,Female ,Hailey,Coleman,1
711,Female ,Hailey,Jenkins,0
712,Female ,Carol,Long,0
713,Female ,Adriana,Perez,0
714,Female ,Hailey,Hughes,0
715,Female ,Hailey,Flores,2
716,Female ,Kaitlin,Chapman,0
717,Female ,Hailey,Butler,1
718,Female ,Hailey,Foster,0
719,Female ,Hailey,Gonzales,1
720,Female ,Hailey,Bryant,0
721,Female ,Hailey,Griffin,0
722,Female ,Kaitlin,Madan,1
723,Female ,Maria,Stewart,0
724,Female ,Maria,Rogers,2
725,Female ,Maria,Reed,2
726,Female ,Maria,Cook,0
727,Female ,Maria,Morgan,0
728,Female ,Maria,Blue,0
729,Female ,María,Rivera,0
730,Female ,Maria,Cooper,2
731,Female ,Maria,Richardson,0
732,Female ,Maria,Cox,0
733,Female ,Maria,Howard,2
734,Female ,Maria,Torres,2
735,Female ,Maria,Peterson,2
736,Female ,Kaitlin,Martinez,0
737,Female ,Maria,Brooks,0
738,Female ,Maria,Kelly,0
739,Female ,Kaitlin,Perez,2
740,Female ,Maria,Sanders,2
741,Female ,Maria,Barnes,0
742,Female ,Maria,Ross,0
743,Female ,Maria,Henderson,0
744,Female ,Cedric,Huang,0
745,Female ,Ruth,Srini,0
746,Female ,Maria,Jenkins,2
747,Female ,Maria,Hughes,1
748,Female ,María,Flores,0
749,Female ,Maria,Butler,0
750,Female ,Maria,Simmons,1
751,Female ,Maria,Russell,0
752,Female ,Maria,Diaz,2
753,Female ,Gabrielle,Morris,0
754,Female ,Gabrielle,Rogers,2
755,Female ,Gabrielle,Reed,0
756,Female ,Gabrielle,Cook,0
757,Female ,Gabrielle,Morgan,2
758,Female ,Gabrielle,Murphy,2
759,Female ,Gabrielle,Rivera,1
760,Female ,Gabrielle,Cooper,1
761,Female ,Gabrielle,Cox,0
762,Female ,Gabrielle,Howard,0
763,Female ,Gabrielle,Ward,1
764,Female ,Cedric,Lin,2
765,Female ,Toni,Kapoor,0
766,Female ,Gabrielle,Torres,0
767,Female ,Gabrielle,Gray,1
768,Female ,Gabrielle,Watson,0
769,Female ,Gabrielle,Brooks,0
770,Female ,Toni,Sai,0
771,Female ,Gabrielle,Price,0
772,Female ,Gabrielle,Bennett,0
773,Female ,Gabrielle,Wood,1
774,Female ,Gabrielle,Barnes,0
775,Female ,Gabrielle,Coleman,2
776,Female ,Toni,Srini,0
777,Female ,Gabrielle,Perry,2
778,Female ,Gabrielle,Powell,0
779,Female ,Gabrielle,Patterson,0
780,Female ,Gabrielle,Hughes,0
781,Female ,Gabrielle,Washington,0
782,Female ,Gabrielle,Butler,1
783,Female ,Toni,Mehta,0
784,Female ,Gabrielle,Foster,1
785,Female ,Gabrielle,Gonzales,1
786,Female ,Gabrielle,Bryant,0
787,Female ,Gabrielle,Alexander,1
788,Female ,Gabrielle,Russell,0
789,Female ,Gabrielle,Griffin,0
790,Female ,Toni,Gonzalez,0
791,Female ,Haley,Stewart,0
792,Female ,Haley,Sanchez,2
